Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price_trans,Total_Cost,Product_Name,Product_Price_prod,Company_Name,Company_Profit,Address,City,Product_Price,Month,Year,DayOfWeek,Is_Weekend,Is_High_Profit_Client,Price_Segment
2735.0,46.0,4.0,20.0,2022-10-18,116929.32814143744,2340800.0,CustomerScope Insights,123200,Dynamic Ventures 46,93219.0,"SLEX, Barangay 789, Pasig, Philippines!",Pasig,123200,10,2022,Tuesday,0,0,Standard
2736.0,19.0,19.0,9.0,2021-06-18,92412.54944428848,856800.0,EcoNomix Modeler,95200,Innovative Consulting 19,45583.0,"Ayala Avenue, Brgy. 101, Baguio, Philippines",Baguio,95200,6,2021,Friday,0,0,Standard
2739.0,65.0,14.0,2.0,2021-09-04,138900.76927299183,128800.0,InsightMax Insights Platform,128800,Tech Associates 65,51705.0,"Ortigas ave, barangay 404, parañaque, philippines",Parañaque,128800,9,2021,Saturday,1,0,Standard
2740.0,31.0,2.0,2.0,2023-09-13,171817.66665514756,336000.0,MarketMinder Analytics,168000,Sky Consulting 31,74258.0,"Ayala Avenue, Barangay 456, Mandaluyong, Philippines",Mandaluyong,168000,9,2023,Wednesday,0,0,Premium
2741.0,59.0,16.0,3.0,2021-05-13,99318.65251317497,319200.0,SpendTrack Plus,106400,Elite  Associates  59,49874.0,"EDSA, Barangay 404, Davao City, Philippines",Davao City,106400,5,2021,Thursday,0,0,Standard
2742.0,29.0,3.0,6.0,2021-08-08,105650.65535881356,604800.0,TrendWise Forecaster,100800,Sky  Industries  29,61952.0,"Edsa, brgy. 606, makati, philippines!",Makati,100800,8,2021,Sunday,1,0,Standard
2743.0,69.0,10.0,1.0,2023-03-16,85543.84446032473,89600.0,SegmentX Targeting,89600,Global Solutions 69,116217.0,"Ayala Avenue, Barangay 505, Quezon City, Philippines",Quezon City,89600,3,2023,Thursday,0,1,Standard
2744.0,16.0,14.0,2.0,2023-07-13,132671.28086535376,257600.0,InsightMax Insights Platform,128800,Green  Corp  16,67696.0,"Shaw Blvd, Barangay 707, Taguig, Philippines!",Taguig,128800,7,2023,Thursday,0,0,Standard
2745.0,69.0,3.0,7.0,2022-12-08,90735.62371295874,604800.0,TrendWise Forecaster,100800,Global Solutions 69,116217.0,"Ayala Avenue, Barangay 505, Quezon City, Philippines",Quezon City,100800,12,2022,Thursday,0,1,Standard
2746.0,22.0,12.0,3.0,2023-05-11,87583.1767730115,336000.0,BudgetMaster Pro,84000,Sky Ent.s 22,54853.0,"SLEX, Barangay 202, Pasig, Philippines",Pasig,84000,5,2023,Thursday,0,0,Standard
2747.0,16.0,10.0,3.0,2024-06-01,94364.49117933244,179200.0,SegmentX Targeting,89600,Green  Corp  16,67696.0,"Shaw Blvd, Barangay 707, Taguig, Philippines!",Taguig,89600,6,2024,Saturday,1,0,Standard
2748.0,10.0,10.0,19.0,2022-04-01,92369.63147121828,1792000.0,SegmentX Targeting,89600,Pioneer Network 10,65200.0,"Katipunan Ave, Barangay 101, Mandaluyong, Philippines",Mandaluyong,89600,4,2022,Friday,0,0,Standard
2751.0,84.0,1.0,12.0,2022-04-30,128216.796802969,1540000.0,FinPredictor Suite,140000,Green  Solutions  84,75301.5,"SLEX, Barangay 456, Taguig, Philippines",Taguig,140000,4,2022,Saturday,1,0,Premium
2752.0,26.0,19.0,15.0,2024-03-24,88527.39750590199,1428000.0,EcoNomix Modeler,95200,Tech Associates 26,31238.0,"Taft ave, brgy. 456, manila, philippines",Manila,95200,3,2024,Sunday,1,0,Standard
2754.0,11.0,5.0,2.0,2024-06-09,84131.33457088062,168000.0,SalesSync Optimizer,84000,Dynamic Ventures 11,97442.0,"Ortigas Ave, Barangay 202, Quezon City, Philippines",Quezon City,84000,6,2024,Sunday,1,0,Standard
2755.0,38.0,1.0,3.0,2021-02-08,132069.1078921938,280000.0,FinPredictor Suite,140000,Sky Network 38,100977.0,"Commonwealth Ave, Barangay 202, Makati, Philippines",Makati,140000,2,2021,Monday,0,1,Premium
2756.0,43.0,18.0,20.0,2023-09-10,124078.79489142828,2688000.0,DashSync Analytics Hub,134400,Quantum Network 43,113336.0,"Ortigas Ave, Barangay 404, Cebu City, Philippines",Cebu City,134400,9,2023,Sunday,1,1,Standard
2757.0,23.0,1.0,3.0,2023-01-16,143528.93295993836,420000.0,FinPredictor Suite,140000,Prime Corp 23,75301.5,"Slex, barangay 505, manila, philippines",Manila,140000,1,2023,Monday,0,0,Premium
2758.5,93.0,11.0,3.0,2024-09-29,148188.968863767,470400.0,OptiFlow Automation,156800,Innovative Holdings 93,79192.0,"EDSA, Barangay 789, Davao City, Philippines",Davao City,156800,9,2024,Sunday,1,0,Premium
2760.0,83.0,16.0,16.0,2022-01-27,102201.10262462813,1702400.0,SpendTrack Plus,106400,Tech  Enterprises  83,72135.0,"Ayala Avenue, Brgy. 707, Baguio, Philippines",Baguio,106400,1,2022,Thursday,0,0,Standard
2761.0,42.0,12.0,8.0,2023-12-12,79985.79188178194,672000.0,BudgetMaster Pro,84000,Sky  Holdings  42,52233.0,"Ayala Avenue, Brgy. 101, Baguio, Philippines",Baguio,84000,12,2023,Tuesday,0,0,Standard
2762.0,12.0,3.0,20.0,2022-10-03,103769.36997718134,2016000.0,TrendWise Forecaster,100800,Quantum Network 12,91671.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",Mandaluyong,100800,10,2022,Monday,0,0,Standard
2763.0,51.0,15.0,16.0,2024-12-04,96412.73992680802,1612800.0,NexGen Segmentator,100800,Global  Holdings  51,30663.0,"Taft Ave, Barangay 456, Cebu City, Philippines",Cebu City,100800,12,2024,Wednesday,0,0,Standard
2764.0,89.0,7.0,11.0,2020-12-17,140431.95046770867,1512000.0,DataBridge Integration Tool,151200,Global Solutions 89,75301.5,"Ayala avenue, barangay 101, taguig, philippines",Taguig,151200,12,2020,Thursday,0,0,Premium
2766.0,9.0,11.0,1.0,2024-05-02,,156800.0,OptiFlow Automation,156800,Global Enterprises 9,96046.0,"Slex, barangay 123, pasig, philippines",Pasig,156800,5,2024,Thursday,0,0,Premium
2767.0,55.0,17.0,0.0,2024-01-08,162205.17454020266,168000.0,RealTime Revenue,168000,Innovative Holdings 55,49158.0,"Slex, barangay 404, taguig, philippines",Taguig,168000,1,2024,Monday,0,0,Premium
2768.0,5.0,10.0,15.0,2024-10-25,97303.92841292742,1344000.0,SegmentX Targeting,89600,Elite  Ventures  5,69427.0,"Ayala Avenue, Barangay 101, Makati, Philippines",Makati,89600,10,2024,Friday,0,0,Standard
2769.0,100.0,8.0,13.0,2022-05-31,161830.19734178795,1814400.0,RiskRadar Monitor,151200,Global Solutions 100,75301.5,"Ayala avenue, barangay 456, taguig, philippines",Taguig,151200,5,2022,Tuesday,0,0,Premium
2770.0,38.0,16.0,19.0,2022-02-08,,2021600.0,SpendTrack Plus,106400,Sky Network 38,100977.0,"Commonwealth Ave, Barangay 202, Makati, Philippines",Makati,106400,2,2022,Tuesday,0,1,Standard
2771.0,12.0,20.0,13.0,2024-05-13,236411.9065565687,3136000.0,FinSphere Intelligence Suite,224000,Quantum Network 12,91671.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",Mandaluyong,224000,5,2024,Monday,0,0,Premium
2772.0,99.0,9.0,10.0,2023-06-24,105899.59151253774,1008000.0,Product 9,112000,Elite Corp 99,107929.0,"Alabang-Zapote Rd, Barangay 303, Makati, Philippines",Makati,112000,6,2023,Saturday,1,1,Standard
2773.0,61.0,2.0,9.0,2024-09-30,,1512000.0,MarketMinder Analytics,168000,Global Solutions 61,70821.0,"Shaw Blvd, Barangay 505, Pasig, Philippines",Pasig,168000,9,2024,Monday,0,0,Premium
2774.0,23.0,1.0,10.0,2022-04-24,132362.55604630485,1540000.0,FinPredictor Suite,140000,Prime Corp 23,75301.5,"Slex, barangay 505, manila, philippines",Manila,140000,4,2022,Sunday,1,0,Premium
2775.0,28.0,17.0,8.0,2023-11-03,,1344000.0,RealTime Revenue,168000,Global Holdings 28,61115.0,"Katipunan Ave, Brgy. 303, Taguig, Philippines",Taguig,168000,11,2023,Friday,0,0,Premium
2776.0,17.0,1.0,7.0,2022-09-25,147233.30035642828,1120000.0,FinPredictor Suite,140000,Dynamic Solutions 17,100246.0,"Ayala avenue, brgy. 404, baguio, philippines",Baguio,140000,9,2022,Sunday,1,1,Premium
2777.0,59.0,5.0,18.0,2022-09-30,79478.06147829075,1596000.0,SalesSync Optimizer,84000,Elite  Associates  59,49874.0,"EDSA, Barangay 404, Davao City, Philippines",Davao City,84000,9,2022,Friday,0,0,Standard
2778.0,25.0,4.0,4.0,2022-12-13,,616000.0,CustomerScope Insights,123200,Green Holdings 25,36659.0,"Ortigas Ave, Barangay 606, Pasig, Philippines",Pasig,123200,12,2022,Tuesday,0,0,Standard
2779.0,86.0,9.0,13.0,2024-01-20,109148.5239033083,1344000.0,Product 9,112000,Pioneer Solutions 86,50910.0,"Alabang-Zapote Rd, Barangay 789, Baguio, Philippines",Baguio,112000,1,2024,Saturday,1,0,Standard
2780.0,45.0,6.0,7.0,2022-11-27,192708.27412360377,1433600.0,RevenueVue Dashboard,179200,Prime Industries 45,99726.0,"Roxas Blvd, Barangay 404, Mandaluyong, Philippines",Mandaluyong,179200,11,2022,Sunday,1,0,Premium
2782.0,40.0,19.0,9.0,2020-07-12,93767.75953005588,856800.0,EcoNomix Modeler,95200,Innovative Holdings 40,35397.0,"Slex, brgy. 202, manila, philippines",Manila,95200,7,2020,Sunday,1,0,Standard
2783.0,40.0,10.0,14.0,2022-10-22,82088.5056364233,1254400.0,SegmentX Targeting,89600,Innovative Holdings 40,35397.0,"Slex, brgy. 202, manila, philippines",Manila,89600,10,2022,Saturday,1,0,Standard
2784.0,68.0,3.0,10.0,2023-04-13,105815.06093533724,907200.0,TrendWise Forecaster,100800,Innovative  Solutions  68,112018.0,"Katipunan ave, barangay 101, taguig, philippines",Taguig,100800,4,2023,Thursday,0,1,Standard
2787.0,28.0,13.0,19.0,2021-01-18,196413.8135380268,3920000.0,ForecastXcelerator ,196000,Global Holdings 28,61115.0,"Katipunan Ave, Brgy. 303, Taguig, Philippines",Taguig,196000,1,2021,Monday,0,0,Premium
2788.0,4.0,19.0,6.0,2023-03-12,103553.54712178868,571200.0,EcoNomix Modeler,95200,Prime Network 4,75301.5,"Alabang-Zapote Rd, Barangay 202, Taguig, Philippines",Taguig,95200,3,2023,Sunday,1,0,Standard
2791.0,85.0,8.0,18.0,2024-05-07,157835.5357523956,2570400.0,RiskRadar Monitor,151200,Green Ventures 85,113470.0,"EDSA, Barangay 707, Cebu City, Philippines",Cebu City,151200,5,2024,Tuesday,0,1,Premium
2792.0,50.0,1.0,14.0,2024-03-08,146059.73158393215,1960000.0,FinPredictor Suite,140000,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",Baguio,140000,3,2024,Friday,0,0,Premium
2793.0,49.0,8.0,3.0,2024-09-18,164519.42220047436,302400.0,RiskRadar Monitor,151200,Tech Holdings 49,115517.0,"Edsa, barangay 303, quezon city, philippines",Quezon City,151200,9,2024,Wednesday,0,1,Premium
2794.0,68.0,9.0,20.0,2024-05-05,101303.76574718778,2240000.0,Product 9,112000,Innovative  Solutions  68,112018.0,"Katipunan ave, barangay 101, taguig, philippines",Taguig,112000,5,2024,Sunday,1,1,Standard
2795.0,67.0,16.0,14.0,2024-02-16,114916.69298848337,1489600.0,SpendTrack Plus,106400,Quantum Associates 67,74653.0,"Shaw Blvd, Barangay 202, Manila, Philippines",Manila,106400,2,2024,Friday,0,0,Standard
2796.0,60.0,5.0,19.0,2022-04-15,79508.94637744615,1512000.0,SalesSync Optimizer,84000,Global Ventures 60,113443.0,"Katipunan ave, barangay 101, parañaque, philippines",Parañaque,84000,4,2022,Friday,0,1,Standard
2797.0,45.0,12.0,3.0,2021-05-13,76337.05092063731,168000.0,BudgetMaster Pro,84000,Prime Industries 45,99726.0,"Roxas Blvd, Barangay 404, Mandaluyong, Philippines",Mandaluyong,84000,5,2021,Thursday,0,0,Standard
2798.0,83.0,7.0,12.0,2020-08-12,145408.0569438425,1965600.0,DataBridge Integration Tool,151200,Tech  Enterprises  83,72135.0,"Ayala Avenue, Brgy. 707, Baguio, Philippines",Baguio,151200,8,2020,Wednesday,0,0,Premium
2799.0,35.0,15.0,13.0,2022-05-04,97907.92277354482,1310400.0,NexGen Segmentator,100800,Tech  Network  35,54668.0,"Roxas Blvd, Brgy. 123, Davao City, Philippines",Davao City,100800,5,2022,Wednesday,0,0,Standard
2800.0,59.0,1.0,13.0,2022-02-13,,1820000.0,FinPredictor Suite,140000,Elite  Associates  59,49874.0,"EDSA, Barangay 404, Davao City, Philippines",Davao City,140000,2,2022,Sunday,1,0,Premium
2801.0,5.0,1.0,4.0,2021-02-25,147069.9496151473,700000.0,FinPredictor Suite,140000,Elite  Ventures  5,69427.0,"Ayala Avenue, Barangay 101, Makati, Philippines",Makati,140000,2,2021,Thursday,0,0,Premium
2802.0,88.0,13.0,16.0,2022-04-03,,2940000.0,ForecastXcelerator ,196000,Elite Consulting 88,75950.0,"EDSA, Barangay 456, Taguig, Philippines",Taguig,196000,4,2022,Sunday,1,0,Premium
2803.0,67.0,7.0,16.0,2024-04-30,159800.797182508,2268000.0,DataBridge Integration Tool,151200,Quantum Associates 67,74653.0,"Shaw Blvd, Barangay 202, Manila, Philippines",Manila,151200,4,2024,Tuesday,0,0,Premium
2804.0,40.0,17.0,0.0,2022-10-20,176130.7211479371,168000.0,RealTime Revenue,168000,Innovative Holdings 40,35397.0,"Slex, brgy. 202, manila, philippines",Manila,168000,10,2022,Thursday,0,0,Premium
2805.0,99.0,1.0,9.0,2022-01-02,138405.42966261605,1260000.0,FinPredictor Suite,140000,Elite Corp 99,107929.0,"Alabang-Zapote Rd, Barangay 303, Makati, Philippines",Makati,140000,1,2022,Sunday,1,1,Premium
2808.0,100.0,19.0,18.0,2024-03-15,90368.76949707408,1618400.0,EcoNomix Modeler,95200,Global Solutions 100,75301.5,"Ayala avenue, barangay 456, taguig, philippines",Taguig,95200,3,2024,Friday,0,0,Standard
2809.0,81.0,20.0,16.0,2021-11-02,,3360000.0,FinSphere Intelligence Suite,224000,Elite Enterprises 81,83079.0,"Katipunan Ave, Barangay 303, Taguig, Philippines",Taguig,224000,11,2021,Tuesday,0,0,Premium
2810.0,10.0,9.0,4.0,2024-02-19,118910.274136781,336000.0,Product 9,112000,Pioneer Network 10,65200.0,"Katipunan Ave, Barangay 101, Mandaluyong, Philippines",Mandaluyong,112000,2,2024,Monday,0,0,Standard
2811.0,13.0,20.0,9.0,2022-04-18,215295.29495988213,2016000.0,FinSphere Intelligence Suite,224000,Quantum  Enterprises  13,88168.0,"Taft Ave, Barangay 606, Makati, Philippines!",Makati,224000,4,2022,Monday,0,0,Premium
2812.0,51.0,13.0,2.0,2023-02-16,183305.4920931315,392000.0,ForecastXcelerator ,196000,Global  Holdings  51,30663.0,"Taft Ave, Barangay 456, Cebu City, Philippines",Cebu City,196000,2,2023,Thursday,0,0,Premium
2814.0,63.0,11.0,7.0,2021-09-24,155047.80083070797,1097600.0,OptiFlow Automation,156800,Tech Corp 63,52787.0,"Alabang-zapote rd, barangay 606, pasig, philippines",Pasig,156800,9,2021,Friday,0,0,Premium
2815.0,50.0,13.0,9.0,2024-06-15,186994.77120864103,1568000.0,ForecastXcelerator ,196000,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines",Baguio,196000,6,2024,Saturday,1,0,Premium
2816.0,31.0,15.0,9.0,2021-12-04,95730.52564874236,806400.0,NexGen Segmentator,100800,Sky Consulting 31,74258.0,"Ayala Avenue, Barangay 456, Mandaluyong, Philippines",Mandaluyong,100800,12,2021,Saturday,1,0,Standard
2817.0,23.0,13.0,17.0,2023-07-03,187040.9673536149,3136000.0,ForecastXcelerator ,196000,Prime Corp 23,75301.5,"Slex, barangay 505, manila, philippines",Manila,196000,7,2023,Monday,0,0,Premium
2819.0,61.0,20.0,17.0,2022-03-20,,3584000.0,FinSphere Intelligence Suite,224000,Global Solutions 61,70821.0,"Shaw Blvd, Barangay 505, Pasig, Philippines",Pasig,224000,3,2022,Sunday,1,0,Premium
2821.0,30.0,19.0,13.0,2023-03-18,90555.90151253818,1142400.0,EcoNomix Modeler,95200,Quantum Holdings 30,35620.0,"EDSA, Barangay 789, Pasig, Philippines",Pasig,95200,3,2023,Saturday,1,0,Standard
2822.0,81.0,12.0,8.0,2024-02-20,85137.17909728977,672000.0,BudgetMaster Pro,84000,Elite Enterprises 81,83079.0,"Katipunan Ave, Barangay 303, Taguig, Philippines",Taguig,84000,2,2024,Tuesday,0,0,Standard
2823.0,72.0,7.0,7.0,2022-06-19,163372.69319504377,907200.0,DataBridge Integration Tool,151200,Global Corp 72,102799.0,"EDSA, Barangay 303, Cebu City, Philippines",Cebu City,151200,6,2022,Sunday,1,1,Premium
2824.0,34.0,4.0,14.0,2023-12-03,129282.49748827524,1848000.0,CustomerScope Insights,123200,Pioneer Corp 34,57571.0,"Ortigas ave, barangay 707, makati, philippines",Makati,123200,12,2023,Sunday,1,0,Standard
2825.0,60.0,19.0,9.0,2022-02-23,102332.11964026616,952000.0,EcoNomix Modeler,95200,Global Ventures 60,113443.0,"Katipunan ave, barangay 101, parañaque, philippines",Parañaque,95200,2,2022,Wednesday,0,1,Standard
2827.0,82.0,2.0,1.0,2023-04-08,157476.04367684873,168000.0,MarketMinder Analytics,168000,Prime Industries 82,55028.0,"Commonwealth Ave, Barangay 707, Pasig, Philippines",Pasig,168000,4,2023,Saturday,1,0,Premium
2828.0,91.0,2.0,8.0,2024-04-14,,1176000.0,MarketMinder Analytics,168000,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",Mandaluyong,168000,4,2024,Sunday,1,1,Premium
2829.0,36.0,17.0,19.0,2023-05-15,164284.14947202607,3192000.0,RealTime Revenue,168000,Pioneer Network 36,107259.0,"Taft Ave, Barangay 123, Pasig, Philippines",Pasig,168000,5,2023,Monday,0,1,Premium
2830.0,82.0,11.0,10.0,2023-06-17,172101.0261942333,1411200.0,OptiFlow Automation,156800,Prime Industries 82,55028.0,"Commonwealth Ave, Barangay 707, Pasig, Philippines",Pasig,156800,6,2023,Saturday,1,0,Premium
2831.0,49.0,8.0,17.0,2024-05-13,146745.19563758743,2419200.0,RiskRadar Monitor,151200,Tech Holdings 49,115517.0,"Edsa, barangay 303, quezon city, philippines",Quezon City,151200,5,2024,Monday,0,1,Premium
2832.0,8.0,5.0,5.0,2024-05-10,88414.06891906628,420000.0,SalesSync Optimizer,84000,Green Enterprises 8,107952.0,"Roxas blvd, barangay 404, manila, philippines",Manila,84000,5,2024,Friday,0,1,Standard
2833.0,44.0,15.0,19.0,2022-03-05,97082.53769624376,1814400.0,NexGen Segmentator,100800,Tech  Solutions  44,75301.5,"Ortigas ave, barangay 202, cebu city, philippines",Cebu City,100800,3,2022,Saturday,1,0,Standard
2834.0,85.0,5.0,8.0,2022-12-07,76138.72774795264,756000.0,SalesSync Optimizer,84000,Green Ventures 85,113470.0,"EDSA, Barangay 707, Cebu City, Philippines",Cebu City,84000,12,2022,Wednesday,0,1,Standard
2835.0,15.0,2.0,21.0,2021-09-26,183188.77816693447,3360000.0,MarketMinder Analytics,168000,Innovative Enterprises 15,111984.0,"Roxas Blvd, Barangay 456, Taguig, Philippines",Taguig,168000,9,2021,Sunday,1,1,Premium
2836.0,56.0,4.0,6.0,2022-08-19,128405.3872916284,862400.0,CustomerScope Insights,123200,Pioneer  Ent.s  56,61087.0,"EDSA, Barangay 404, Taguig, Philippines",Taguig,123200,8,2022,Friday,0,0,Standard
2837.0,70.0,11.0,18.0,2023-07-23,,2665600.0,OptiFlow Automation,156800,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines",Baguio,156800,7,2023,Sunday,1,0,Premium
2840.0,87.0,10.0,16.0,2021-12-27,90263.2148710526,1433600.0,SegmentX Targeting,89600,Tech  Ventures  87,37141.0,"Alabang-Zapote Rd, Barangay 505, Quezon City, Philippines",Quezon City,89600,12,2021,Monday,0,0,Standard
2841.0,25.0,16.0,11.0,2021-03-07,98430.02061424924,1276800.0,SpendTrack Plus,106400,Green Holdings 25,36659.0,"Ortigas Ave, Barangay 606, Pasig, Philippines",Pasig,106400,3,2021,Sunday,1,0,Standard
2842.0,21.0,13.0,19.0,2022-02-13,193133.5856455654,3724000.0,ForecastXcelerator ,196000,Dynamic Enterprises 21,75301.5,"Ortigas Ave, Barangay 707, Davao City, Philippines",Davao City,196000,2,2022,Sunday,1,0,Premium
2843.0,4.0,5.0,1.0,2022-08-20,83266.26452158169,84000.0,SalesSync Optimizer,84000,Prime Network 4,75301.5,"Alabang-Zapote Rd, Barangay 202, Taguig, Philippines",Taguig,84000,8,2022,Saturday,1,0,Standard
2845.0,97.0,9.0,3.0,2023-07-12,102473.83507968992,336000.0,Product 9,112000,Quantum Holdings 97,33449.0,"EDSA, Barangay 789, Manila, Philippines",Manila,112000,7,2023,Wednesday,0,0,Standard
2847.0,88.0,11.0,15.0,2022-05-23,,2508800.0,OptiFlow Automation,156800,Elite Consulting 88,75950.0,"EDSA, Barangay 456, Taguig, Philippines",Taguig,156800,5,2022,Monday,0,0,Premium
2848.0,76.0,5.0,16.0,2023-04-06,83260.88958163408,1260000.0,SalesSync Optimizer,84000,Tech Ventures 76,75301.5,"Commonwealth Ave, Barangay 202, Cebu City, Philippines",Cebu City,84000,4,2023,Thursday,0,0,Standard
2849.0,29.0,7.0,13.0,2023-02-19,145571.01219629942,1965600.0,DataBridge Integration Tool,151200,Sky  Industries  29,61952.0,"Edsa, brgy. 606, makati, philippines!",Makati,151200,2,2023,Sunday,1,0,Premium
2850.0,19.0,20.0,1.0,2020-11-17,242371.25113016585,224000.0,FinSphere Intelligence Suite,224000,Innovative Consulting 19,45583.0,"Ayala Avenue, Brgy. 101, Baguio, Philippines",Baguio,224000,11,2020,Tuesday,0,0,Premium
2852.0,3.0,15.0,2.0,2023-06-16,96523.52887588304,100800.0,NexGen Segmentator,100800,Quantum Associates 3,110664.0,"Roxas Blvd, Barangay 505, Pasig, Philippines",Pasig,100800,6,2023,Friday,0,1,Standard
2853.0,5.0,7.0,13.0,2024-07-01,163718.03364820482,1965600.0,DataBridge Integration Tool,151200,Elite  Ventures  5,69427.0,"Ayala Avenue, Barangay 101, Makati, Philippines",Makati,151200,7,2024,Monday,0,0,Premium
2856.0,27.0,10.0,0.0,2024-07-25,81451.37319989369,0.0,SegmentX Targeting,89600,Elite Corp 27,45064.0,"SLEX, Brgy. 606, Pasig, Philippines",Pasig,89600,7,2024,Thursday,0,0,Standard
2857.0,86.0,6.0,0.0,2023-05-05,163095.134581979,179200.0,RevenueVue Dashboard,179200,Pioneer Solutions 86,50910.0,"Alabang-Zapote Rd, Barangay 789, Baguio, Philippines",Baguio,179200,5,2023,Friday,0,0,Premium
2858.0,54.0,3.0,2.0,2023-03-23,107413.1812073304,302400.0,TrendWise Forecaster,100800,Innovative Network 54,111271.0,"Ortigas Ave, Barangay 202, Quezon City, Philippines",Quezon City,100800,3,2023,Thursday,0,1,Standard
2859.0,37.0,20.0,13.0,2022-10-05,228207.8730170106,2912000.0,FinSphere Intelligence Suite,224000,Prime Holdings 37,62046.0,"Katipunan Ave, Barangay 456, Mandaluyong, Philippines",Mandaluyong,224000,10,2022,Wednesday,0,0,Premium
2860.0,84.0,7.0,11.0,2023-11-26,157350.1270341258,1814400.0,DataBridge Integration Tool,151200,Green  Solutions  84,75301.5,"SLEX, Barangay 456, Taguig, Philippines",Taguig,151200,11,2023,Sunday,1,0,Premium
2861.0,26.0,4.0,18.0,2024-02-05,112044.96134525364,2340800.0,CustomerScope Insights,123200,Tech Associates 26,31238.0,"Taft ave, brgy. 456, manila, philippines",Manila,123200,2,2024,Monday,0,0,Standard
2862.0,19.0,3.0,17.0,2021-07-29,105650.28278218872,1814400.0,TrendWise Forecaster,100800,Innovative Consulting 19,45583.0,"Ayala Avenue, Brgy. 101, Baguio, Philippines",Baguio,100800,7,2021,Thursday,0,0,Standard
2863.0,26.0,8.0,13.0,2023-09-17,139164.67460549856,2116800.0,RiskRadar Monitor,151200,Tech Associates 26,31238.0,"Taft ave, brgy. 456, manila, philippines",Manila,151200,9,2023,Sunday,1,0,Premium
2864.0,61.0,18.0,11.0,2022-09-16,144148.56926660996,1344000.0,DashSync Analytics Hub,134400,Global Solutions 61,70821.0,"Shaw Blvd, Barangay 505, Pasig, Philippines",Pasig,134400,9,2022,Friday,0,0,Standard
2865.0,90.0,16.0,11.0,2023-11-28,97967.4406781157,1064000.0,SpendTrack Plus,106400,Prime Holdings 90,46225.0,"EDSA, Barangay 202, Parañaque, Philippines",Parañaque,106400,11,2023,Tuesday,0,0,Standard
2866.0,85.0,1.0,2.0,2023-05-02,141160.73399065307,280000.0,FinPredictor Suite,140000,Green Ventures 85,113470.0,"EDSA, Barangay 707, Cebu City, Philippines",Cebu City,140000,5,2023,Tuesday,0,1,Premium
2869.0,26.0,10.0,15.0,2023-07-28,98509.15230981192,1254400.0,SegmentX Targeting,89600,Tech Associates 26,31238.0,"Taft ave, brgy. 456, manila, philippines",Manila,89600,7,2023,Friday,0,0,Standard
2870.0,11.0,2.0,11.0,2023-11-12,155112.6218626301,1848000.0,MarketMinder Analytics,168000,Dynamic Ventures 11,97442.0,"Ortigas Ave, Barangay 202, Quezon City, Philippines",Quezon City,168000,11,2023,Sunday,1,0,Premium
2872.0,34.0,9.0,3.0,2021-12-13,102573.50441400474,224000.0,Product 9,112000,Pioneer Corp 34,57571.0,"Ortigas ave, barangay 707, makati, philippines",Makati,112000,12,2021,Monday,0,0,Standard
2873.0,10.0,7.0,11.0,2021-05-17,136467.75546517785,1663200.0,DataBridge Integration Tool,151200,Pioneer Network 10,65200.0,"Katipunan Ave, Barangay 101, Mandaluyong, Philippines",Mandaluyong,151200,5,2021,Monday,0,0,Premium
2874.0,6.0,10.0,16.0,2024-07-05,87526.64468011049,1523200.0,SegmentX Targeting,89600,Elite Network 6,36967.0,"Katipunan Ave, Barangay 707, Davao City, Philippines",Davao City,89600,7,2024,Friday,0,0,Standard
2875.0,91.0,14.0,20.0,2022-05-15,116709.41938413867,2447200.0,InsightMax Insights Platform,128800,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",Mandaluyong,128800,5,2022,Sunday,1,1,Standard
2876.0,8.0,5.0,6.0,2021-08-30,87887.14628746823,504000.0,SalesSync Optimizer,84000,Green Enterprises 8,107952.0,"Roxas blvd, barangay 404, manila, philippines",Manila,84000,8,2021,Monday,0,1,Standard
2877.0,64.0,20.0,11.0,2022-06-15,231247.17488919856,2688000.0,FinSphere Intelligence Suite,224000,Sky Consulting 64,94703.0,"Ortigas Ave, Barangay 202, Mandaluyong, Philippines",Mandaluyong,224000,6,2022,Wednesday,0,0,Premium
2878.0,56.0,1.0,16.0,2022-09-26,143467.32048539649,2380000.0,FinPredictor Suite,140000,Pioneer  Ent.s  56,61087.0,"EDSA, Barangay 404, Taguig, Philippines",Taguig,140000,9,2022,Monday,0,0,Premium
2879.0,35.0,9.0,7.0,2020-11-24,120680.23312298497,896000.0,Product 9,112000,Tech  Network  35,54668.0,"Roxas Blvd, Brgy. 123, Davao City, Philippines",Davao City,112000,11,2020,Tuesday,0,0,Standard
2880.0,38.0,6.0,4.0,2023-03-28,188707.4323126232,537600.0,RevenueVue Dashboard,179200,Sky Network 38,100977.0,"Commonwealth Ave, Barangay 202, Makati, Philippines",Makati,179200,3,2023,Tuesday,0,1,Premium
